Generation 3523
49.42,[353.11, 343.26, 389.07, 395.01, 385.77, 478.16, 256.34, 414.25, 360.26, 34.84, 35.36, 45.22, 33.74, 32.05, 42.81, 35.72, 63.15, 46.68, 31.92, 18.88, 118.99, 96.91, 99.46, -2.65, 0.48, -1.32, -4.08, 0.35, 3.28, 1.59, -0.11, 5.35, 2.36, -0.66, -17.12, -1.65, -7.98, 1.67, -0.35, 15.8, 0.67, -2.78]
49.68,[351.87, 346.45, 435.6, 387.43, 389.45, 476.37, 254.92, 421.57, 320.19, 35.05, 34.47, 45.66, 33.39, 37.8, 43.55, 36.18, 63.7, 43.83, 32.6, 19.3, 100.0, 100.0, 97.26, -2.44, 0.35, -0.99, -5.01, 0.41, 4.49, 2.28, -0.2, 5.69, 3.37, -0.73, -20.37, -3.38, -7.1, 1.52, 0.5, 15.72, 1.58, -2.56]
49.74,[354.4, 357.12, 274.65, 396.19, 372.62, 482.34, 258.53, 410.88, 359.39, 35.68, 35.95, 45.61, 35.91, 31.78, 43.37, 34.42, 64.39, 48.94, 31.45, 17.17, 100.0, 96.23, 99.63, -2.84, 0.27, -1.0, -3.24, 0.29, 3.51, 2.19, -0.33, 5.21, 4.05, 1.56, -20.52, 1.67, -6.87, 1.29, -1.08, 18.54, 1.25, -1.77]
49.85,[353.09, 344.88, 244.95, 389.08, 391.39, 492.85, 251.19, 422.6, 321.24, 33.67, 33.72, 44.1, 32.32, 32.21, 46.91, 37.14, 61.75, 45.61, 31.59, 17.77, 99.11, 100.29, 100.03, -2.98, 0.22, -0.88, -5.07, 0.18, 3.77, 1.52, -0.25, 5.84, 2.59, -0.48, -17.72, -1.69, -8.54, 1.73, -0.85, 18.98, 2.13, -1.64]
49.86,[352.83, 345.16, 251.94, 384.65, 385.35, 480.33, 248.64, 420.26, 320.95, 34.87, 33.21, 45.28, 32.84, 33.48, 47.16, 36.37, 61.82, 45.59, 31.77, 18.64, 91.53, 100.21, 94.29, -2.71, 0.33, -1.11, -4.39, 0.39, 4.53, 2.18, -0.2, 5.6, 2.4, -0.68, -16.87, -2.95, -7.94, 1.87, -2.23, 16.41, 2.37, -2.94]
49.88,[354.67, 357.27, 274.8, 396.3, 372.61, 482.39, 258.09, 410.94, 359.39, 35.73, 35.92, 45.6, 35.88, 31.82, 43.4, 34.42, 64.35, 48.9, 31.47, 17.14, 106.4, 96.26, 99.65, -2.84, 0.25, -1.02, -3.23, 0.27, 3.51, 2.17, -0.32, 5.18, 4.02, 1.53, -20.5, 1.62, -6.9, 1.26, -1.1, 18.51, 1.23, -1.78]
49.93,[351.28, 348.12, 334.65, 398.02, 381.46, 490.97, 274.35, 419.56, 337.38, 34.35, 34.93, 45.17, 33.73, 33.92, 44.14, 30.31, 62.98, 45.11, 32.1, 18.87, 98.76, 97.97, 96.81, -2.72, 0.49, -0.69, -3.62, 0.06, 3.66, 1.34, -0.09, 5.25, 2.73, 0.42, -16.7, 0.36, -5.69, 1.41, 0.15, 15.48, 2.5, -2.62]
49.98,[353.06, 345.1, 436.16, 386.54, 387.76, 478.66, 251.52, 420.45, 307.42, 34.77, 34.04, 45.34, 33.37, 33.02, 43.9, 36.05, 63.56, 45.95, 32.38, 18.73, 100.26, 100.08, 98.93, -2.7, 0.38, -1.15, -4.75, 0.35, 4.26, 2.01, -0.26, 5.55, 2.14, -0.57, -18.52, -2.58, -8.13, 1.8, -0.49, 16.22, 1.51, -2.84]
50.15,[353.3, 343.05, 396.33, 394.82, 386.2, 476.28, 255.52, 413.47, 362.27, 34.85, 35.38, 45.22, 33.69, 31.89, 42.62, 35.78, 63.13, 46.65, 31.88, 18.82, 119.35, 96.66, 99.33, -2.64, 0.48, -1.39, -4.15, 0.39, 3.21, 1.58, -0.1, 5.36, 2.35, -0.77, -17.18, -1.82, -8.01, 1.68, -0.31, 15.61, 0.53, -2.89]
50.16,[349.38, 339.08, 337.84, 394.59, 371.41, 481.54, 265.0, 421.38, 367.02, 34.67, 35.09, 45.85, 36.83, 30.31, 39.76, 39.81, 61.61, 46.27, 31.08, 18.54, 100.0, 97.13, 100.0, -1.84, 0.4, -1.19, -3.94, 0.02, 3.75, 1.96, -0.3, 5.43, 2.4, 0.43, -14.99, -0.5, -7.91, 1.87, -2.2, 16.18, 2.37, -1.66]
50.17,[354.06, 349.98, 296.47, 394.51, 383.39, 484.17, 275.04, 422.31, 328.46, 34.41, 34.71, 46.0, 33.43, 25.95, 45.47, 33.27, 62.45, 44.8, 31.98, 18.41, 89.71, 99.16, 98.51, -2.59, 0.74, -1.0, -4.62, -0.2, 3.51, 1.14, 0.23, 5.25, 2.77, 0.63, -18.24, 1.49, -8.19, 1.48, 0.75, 15.91, 2.42, -2.29]
50.23,[353.09, 344.04, 406.04, 395.28, 387.07, 478.2, 254.44, 414.15, 363.34, 34.86, 35.28, 45.24, 33.59, 32.41, 43.21, 35.52, 63.34, 46.58, 32.01, 18.93, 111.77, 97.26, 99.69, -2.65, 0.49, -1.39, -4.28, 0.44, 3.3, 1.75, -0.13, 5.3, 2.39, -0.69, -18.32, -2.14, -7.95, 1.7, -0.2, 15.54, 0.42, -2.81]
50.27,[355.59, 341.93, 249.36, 385.96, 385.84, 484.87, 258.26, 420.01, 313.16, 35.99, 33.27, 46.16, 32.4, 31.62, 45.95, 33.12, 63.66, 45.22, 31.59, 17.7, 107.25, 99.07, 100.36, -2.26, 0.15, -0.96, -6.21, 0.41, 4.55, 2.16, -0.14, 5.66, 2.65, 0.38, -23.2, -1.65, -7.82, 1.4, -4.76, 18.04, 1.09, -1.5]
50.27,[355.59, 341.93, 249.36, 385.96, 385.84, 484.87, 258.26, 420.01, 313.16, 35.99, 33.27, 46.16, 32.4, 31.62, 45.95, 33.12, 63.66, 45.22, 31.59, 17.7, 107.25, 99.07, 100.36, -2.26, 0.15, -0.96, -6.21, 0.41, 4.55, 2.16, -0.14, 5.66, 2.65, 0.38, -23.2, -1.65, -7.82, 1.4, -4.76, 18.04, 1.09, -1.5]
50.27,[351.74, 347.16, 284.4, 404.03, 389.49, 491.78, 255.21, 413.48, 372.22, 35.06, 34.41, 45.1, 33.17, 30.65, 46.51, 35.06, 61.69, 45.07, 31.7, 16.24, 164.77, 99.0, 101.93, -2.87, 0.68, -1.07, -4.68, 0.01, 3.38, 1.12, 0.06, 5.58, 2.02, 0.08, -22.08, -0.2, -7.73, 1.38, -0.24, 18.92, 1.4, -1.92]
50.39,[353.21, 351.65, 291.48, 391.99, 383.35, 503.17, 275.46, 418.85, 334.07, 33.6, 34.37, 46.01, 33.61, 28.92, 45.42, 30.8, 61.47, 46.53, 31.95, 18.57, 91.23, 99.24, 98.64, -2.63, 0.59, -1.06, -4.66, -0.22, 3.29, 0.08, 0.16, 5.24, 2.39, 0.59, -16.54, 1.19, -8.45, 1.4, 0.61, 16.29, 2.44, -2.62]
50.39,[352.66, 339.52, 249.95, 382.04, 386.74, 481.58, 245.57, 425.24, 310.08, 34.25, 32.51, 45.08, 31.58, 33.51, 48.62, 36.84, 60.83, 44.59, 31.93, 19.12, 88.89, 101.89, 92.71, -2.78, 0.37, -1.05, -4.99, 0.33, 4.58, 2.16, 0.01, 5.84, 1.69, -1.44, -15.33, -4.25, -8.77, 2.0, -2.43, 14.87, 2.64, -3.21]
50.43,[354.75, 345.59, 426.49, 386.89, 387.71, 477.85, 253.02, 420.41, 307.44, 34.81, 34.64, 45.41, 33.49, 34.97, 43.55, 36.09, 63.75, 43.02, 32.49, 18.85, 100.24, 100.03, 99.56, -2.08, 0.39, -1.13, -4.83, 0.19, 4.16, 2.32, -0.18, 5.49, 3.39, -1.18, -18.82, -3.62, -8.16, 1.76, -0.13, 15.62, 1.66, -2.32]
