Generation 100
218.24,[399.625, 1420.222, 107.918, 47.836, 0.308]
218.24,[392.441, 1425.186, 109.952, 53.064, 0.312]
218.24,[391.664, 1419.712, 106.068, 47.421, 0.325]
218.24,[382.601, 1406.741, 113.231, 48.603, 0.31]
218.24,[392.382, 1418.167, 108.282, 52.544, 0.325]
218.24,[398.265, 1418.875, 106.396, 47.582, 0.323]
218.24,[396.79, 1416.857, 112.619, 49.174, 0.303]
218.24,[395.468, 1401.547, 105.969, 52.122, 0.31]
218.25,[400.614, 1407.463, 106.203, 47.936, 0.323]
218.25,[403.081, 1420.106, 108.916, 49.781, 0.305]
218.25,[380.745, 1405.094, 109.058, 50.423, 0.327]
218.25,[390.755, 1419.788, 105.943, 47.326, 0.326]
218.26,[384.543, 1397.766, 107.293, 49.898, 0.308]
218.26,[374.452, 1426.106, 105.942, 49.393, 0.326]
218.26,[371.876, 1412.264, 110.086, 49.616, 0.31]
218.26,[404.432, 1423.611, 106.711, 50.119, 0.319]
218.26,[391.361, 1417.946, 113.522, 49.779, 0.33]
218.26,[393.069, 1400.294, 111.071, 49.445, 0.326]
218.26,[384.337, 1402.445, 103.023, 50.923, 0.315]
218.26,[398.429, 1420.608, 105.839, 47.463, 0.324]

  182.3464	:  255.7669
  558.7148	:  572.3323
  599.8796	:  581.2519
  609.3926	:  596.2872
  732.2018	:  612.2813
  963.9394	: 1040.5317
 1349.2366	: 1166.4287
 2357.8599	: 2372.2504
 2401.4523	: 2392.7618

    1.4026
    1.0244
    0.9689
    0.9785
    0.8362
    1.0795
    0.8645
    1.0061
    0.9964

set dcab1 386.47
set dcab2 1420.66
set dcaa1 108.58
set dcaa2 50.27
set dcad1 0.31
